id,y_true,y_pred,absolute_error
1733752931.245166,118.0,155.51050404974444,37.51050404974444
1733752933.257496,83.0,68.42634720460588,14.573652795394125
1733752935.270083,91.0,180.6721866536716,89.67218665367162
1733752937.281533,89.0,115.86775938785144,26.86775938785144
1733752939.294329,296.0,221.3401360542984,74.6598639457016
1733752941.308651,173.0,200.44085356158348,27.44085356158348
1733752943.322682,246.0,231.5590398725656,14.440960127434437
1733752945.335704,69.0,95.1004370398678,26.1004370398678
1733752947.348221,200.0,156.57687377662785,43.42312622337215
1733752949.36081,110.0,158.80803758307357,48.80803758307357
1733752951.374539,139.0,125.3000414745436,13.69995852545641
1733752953.387477,39.0,58.4686736724457,19.468673672445703
1733752955.400475,101.0,97.25250430863412,3.747495691365884
1733752957.413717,139.0,125.3000414745436,13.69995852545641
1733752959.426531,308.0,263.7858956299527,44.21410437004732
1733752962.591047,151.0,165.84427759702953,14.844277597029532
1733752964.603613,121.0,169.2311988217084,48.2311988217084
1733752966.616479,142.0,138.95794611461957,3.042053885380426
1733752968.630713,77.0,61.99822774926005,15.001772250739949
1733752970.644273,185.0,158.36452405128574,26.63547594871426
1733752972.656818,181.0,174.16595788399368,6.834042116006316
1733752974.66932,65.0,99.7376248784888,34.7376248784888
1733752976.682657,97.0,124.3412578117174,27.3412578117174
1733752978.695206,158.0,69.8431832468639,88.1568167531361
1733752980.708141,258.0,234.58534354544747,23.414656454552528
1733752982.721009,92.0,123.4744926910454,31.474492691045413
1733752984.733927,70.0,59.373708463489805,10.626291536510196
1733752986.746655,140.0,128.82556725044935,11.174432749550649
1733752988.761715,244.0,178.70266868702,65.29733131297999
1733752990.775333,39.0,69.0617783500034,30.0617783500034
1733752992.788217,39.0,58.4686736724457,19.468673672445703
1733752995.926728,178.0,193.01767569490363,15.01767569490363
1733752997.940481,237.0,224.0637448889237,12.936255111076264
1733752999.953114,37.0,80.11184913638411,43.11184913638411
1733753001.966775,138.0,73.89130778563505,64.10869221436495
1733753003.98004,170.0,134.5786197076171,35.421380292382935
1733753005.993154,96.0,61.07389938417128,34.92610061582872
1733753008.004972,83.0,123.83433596242708,40.83433596242709
1733753010.018193,122.0,191.53507677898563,69.53507677898565
1733753012.030532,263.0,183.49694638742025,79.50305361257978
1733753014.043883,81.0,143.49771798721363,62.49771798721363
1733753016.057449,128.0,228.664421229978,100.664421229978
1733753018.070598,100.0,153.4804155188536,53.48041551885359
1733753020.083531,142.0,142.51668652733716,0.516686527337157
1733753022.095993,90.0,107.40791224077633,17.407912240776312
1733753024.108196,190.0,173.25293019933895,16.747069800661052
1733753026.121309,125.0,101.83547601327308,23.16452398672693
1733753029.353878,55.0,74.15429264703332,19.15429264703332
1733753031.365398,273.0,258.5873382278404,14.412661772159597
1733753033.381185,59.0,134.18536033536822,75.18536033536822
1733753035.394222,180.0,172.5523133160796,7.447686683920409
1733753037.410232,310.0,258.030719810275,51.969280189725
1733753039.423749,124.0,176.64745114783543,52.64745114783543
1733753041.4367,152.0,112.11066290507225,39.88933709492777
1733753043.449699,235.0,169.59506426542373,65.40493573457627
1733753045.462168,200.0,151.24730648245344,48.75269351754656
1733753047.475619,84.0,174.7880372129362,90.7880372129362
1733753049.488546,43.0,61.91745607289509,18.91745607289509
1733753051.501416,310.0,254.21618464810825,55.78381535189175
1733753053.513821,84.0,174.7880372129362,90.7880372129362
1733753055.52741,96.0,114.24418653449656,18.24418653449655
1733753107.42693,214.0,122.10329364604544,91.89670635395456
1733753109.441048,277.0,254.0610620246692,22.938937975330816
1733753111.453636,178.0,121.99979950821113,56.00020049178889
1733753113.466598,55.0,149.46756884126117,94.46756884126115
1733753115.4792,225.0,169.5568762854548,55.44312371454521
1733753117.493086,235.0,169.59506426542373,65.40493573457627
1733753119.506775,145.0,123.28822726210797,21.71177273789204
1733753121.519967,68.0,113.11352854390736,45.11352854390736
1733753123.531438,65.0,126.01950348470086,61.01950348470086
1733753125.543751,174.0,172.6762701758009,1.3237298241990914
1733753127.557268,293.0,199.69676012983768,93.30323987016232
1733753130.741389,220.0,198.3657597782563,21.63424022174371
